name,price,junk,year,model,mid_model,big_model
"IROBOT ルンバ 691 roomba ロボット掃除機 中古の画像 10,000円",10000,False,,691,690.0,600.0
"ルンバ Roomba 654 バッテリー100分連続可動の画像 13,588円",13588,False,,654,650.0,600.0
"Robot ルンバ ダストボックス 純正の画像 2,400円",2400,False,,,,
"ルンバ700シリーズ備品4点の画像 1,000円",1000,False,,,,
"IROBOT ルンバ備品の画像 1,000円",1000,False,,,,
"IROBOT ルンバ890の画像 36,800円",36800,False,,890,890.0,800.0
"IROBOT ルンバ I7+の画像 80,500円",80500,False,,,,
"iRobot アイロボット ルンバ 交換用部品フィルター等の画像 2,222円",2222,False,,,,
"IROBOT ルンバ E5の画像 14,000円",14000,False,,,,
"iRobot    ルンバ 付属品の画像 1,300円",1300,False,,,,
"IROBOT ルンバ バーチャルウォール 2個セットの画像 1,700円",1700,False,,,,
"【Amazon.co.jp限定】ルンバ 691 アイロボット ロボット掃除機の画像 8,800円",8800,False,,691,690.0,600.0
"アイロボット iRobot ルンバの画像 33,000円",33000,False,,,,
"ルンバ 車輪部の画像 1,200円",1200,False,,,,
"■IROBOT■ルンバ 960■保証2026年3月■5年長期保証■の画像 39,800円",39800,False,,960,960.0,900.0
"IROBOT ルンバ890 Roomba 890の画像 35,100円",35100,False,,890,890.0,800.0
"新品未開封です。の画像 37,000円",37000,False,,,,
"IROBOT ルンバ I7の画像 72,800円",72800,False,,,,
"IROBOT 770 バッテリー切れの画像 3,480円",3480,False,,770,770.0,700.0
"ルンバ e5 ハンドル 取手 ネジありますの画像 1,500円",1500,False,,,,
"ルンバ e5 フェイスプレートの画像 1,500円",1500,False,,,,
"ルンバ ソフトタッチバンパー 動作未確認品の画像 2,900円",2900,False,,,,
"ルンバ e5 基盤 動作未確認 ジャンクの画像 4,900円",4900,True,,,,
"ルンバの画像 26,000円",26000,False,,,,
"ルンバ536ジャンク品の画像 2,800円",2800,True,,536,530.0,500.0
"IROBOT ルンバ890の画像 17,000円",17000,False,,890,890.0,800.0
"【新品・未開封品】IROBOT ルンバ i7+の画像 74,980円",74980,False,,,,
"値下げしました★  新品未開封  IROBOT ルンバ980の画像 48,500円",48500,False,,980,980.0,900.0
"IROBOT ルンバ E5の画像 29,999円",29999,False,,,,
"ルンバ257の画像 4,800円",4800,False,,,,
"ルンバ iRobot Roomba693 R693060 ロボット掃除機 ルンバの画像 26,999円",26999,False,,693,690.0,600.0
"IROBOT ルンバの画像 28,000円",28000,False,,,,
"ルンバ純正交換パーツ iRobot(アイロボット)車輪タイヤ左右セットの画像 1,980円",1980,False,,,,
"IROBOT ルンバ I7+ 新品未使用品!の画像 79,999円",79999,False,,,,
"IROBOT ルンバ I7の画像 45,000円",45000,False,,,,
"ルンバ 紙パック 8個セット1 アイロボットi7+ s9+ i3+ j7+ 互換の画像 1,220円",1220,False,,,,
"お値下げ❣️IROBOT ルンバ980正規品の画像 35,000円",35000,False,,980,980.0,900.0
"IROBOT ルンバ980 2020年8月購入 美品の画像 48,000円",48000,False,2020.0,980,980.0,900.0
"【ジャンク品】IROBOT ルンバ620 2013年製の画像 2,170円",2170,True,2013.0,620,620.0,600.0
"ルンバ お部屋ナビ 純正の画像 1,800円",1800,False,,,,
"【未使用】アイロボット ルンバ ルンバ642 R642060の画像 23,480円",23480,False,,642,640.0,600.0
"IROBOT ルンバ643の画像 20,000円",20000,False,,643,640.0,600.0
"ルンバ 700シリーズ 交換用ブラシ、フィルターなど新品未使用の画像 4,500円",4500,False,,,,
"【保証期間中】まさかの使えずルンバi3綺麗ですよの画像 42,800円",42800,False,,,,
"iRobotクロスとフィルターのセットの画像 1,666円",1666,False,,,,
"IROBOT ルンバの画像 11,990円",11990,False,,,,
"iRobot ルンバ バーチャルウォール 純正品 2個セットの画像 7,760円",7760,False,,,,
"美品 ルンバ バーチャルウォール リモコンの画像 2,700円",2700,False,,,,
"アイロボット ルンバ シリーズ メインブラシモジュール 新品未使用の画像 3,880円",3880,False,,,,
"ルンバ i3 / i7+ / s9+ 用の交換用紙パック6枚セット互換品の画像 1,900円",1900,False,,,,
"IROBOT ルンバ用バーチャルウォール✕2個の画像 1,180円",1180,False,,,,
"IROBOT ルンバ 871 美品の画像 14,800円",14800,False,,871,870.0,800.0
"【アイロボット】ルンバ 純正ブラシ&フィルター ダブルセット 消耗品の画像 2,000円",2000,False,,,,
"ルンバ ブラシセットの画像 3,500円",3500,False,,,,
"iRobot ルンバ e5 e515060 E5 新品未開封 掃除機の画像 32,800円",32800,False,,515,510.0,500.0
"IROBOT ルンバ690の画像 12,000円",12000,False,,690,690.0,600.0
"ルンバ フィルター 未使用の画像 1,000円",1000,False,,,,
"激安!ルンバ 500シリーズ(600の一部) ダストボックスの画像 3,800円",3800,False,,,,
"Roomba j7 ルンバJ7の画像 99,000円",99000,False,,,,
"ルンバのメインブラシの画像 1,200円",1200,False,,,,
"【新品・未使用】IROBOT ルンバ I7 ロボット掃除機 アイロボットの画像 99,000円",99000,False,,,,
"IROBOT ルンバ I7 新品 未使用 ヨドバシ購入 保証付きの画像 68,900円",68900,False,,,,
"ルンバ IROBOT 780の画像 9,000円",9000,False,,780,780.0,700.0
"ルンバ バーチャルウォール 4個セットの画像 4,000円",4000,False,,,,
"アイロボット ルンバ 980の画像 29,000円",29000,False,,980,980.0,900.0
"IROBOT ルンバ 876の画像 17,400円",17400,False,,876,870.0,800.0
"iRobot社 ロボット掃除機 ルンバ ブラック R627060 中古 美品の画像 14,300円",14300,False,,627,620.0,600.0
"IROBOT ルンバの画像 25,000円",25000,False,,,,
"ルンバの画像 1,300円",1300,False,,,,
"IROBOT ルンバ E5の画像 39,000円",39000,False,,,,
"アイロボット お部屋ナビ 81002 バーチャルウォール 2個セット ルンバの画像 1,280円",1280,False,,,,
"【格安】Roomba ルンバ 500シリーズ基盤 12台セット ジャンクの画像 4,530円",4530,True,,,,
"IROBOT ルンバ E5   値下げの画像 37,900円",37900,False,,,,
"21928 ダストカットフィルター(2セット)  ×2個の画像 1,300円",1300,False,,,,
"大容量新品バッテリー付き 日本正規品 iRobot ルンバ870 時短家電の画像 14,200円",14200,False,,870,870.0,800.0
"ロボット掃除機ルンバ700シリーズ用2個セットの画像 1,200円",1200,False,,,,
"IROBOT ルンバ980の画像 46,800円",46800,False,,980,980.0,900.0
"ルンバ800 フィルターブラシセットの画像 1,000円",1000,False,,,,
"<中古> IROBOT ルンバ 885の画像 14,999円",14999,False,,885,880.0,800.0
"iRobot アイロボット ルンバ 892の画像 30,500円",30500,False,,892,890.0,800.0
"ルンバ i3+の画像 50,000円",50000,False,,,,
"【正規品/未使用未開封】アイロボット ROOMBA ルンバ 交換用紙バッグの画像 2,000円",2000,False,,,,
"【新品未使用】IROBOT ルンバ671の画像 28,000円",28000,False,,671,670.0,600.0
"IROBOT ルンバ 680の画像 15,400円",15400,False,,680,680.0,600.0
"IROBOT ルンバ 870 リモコン バーチャルウォール フィルターの画像 1,800円",1800,False,,870,870.0,800.0
"iRobot ルンバ お掃除ロボット+もう1台おまけ(合計2台)の画像 6,980円",6980,False,,,,
"ルンバ バーチャルウォール2個 リモコンの画像 1,700円",1700,False,,,,
"ルンバ600シリーズ リモコンの画像 1,200円",1200,False,,,,
"【未使用品】純正品 ルンバ 付属品の画像 1,444円",1444,False,,,,
"ルンバ 770 付属品多数の画像 7,000円",7000,False,,770,770.0,700.0
"【新品未使用】iRobot Roombaルンバi3+の画像 70,000円",70000,False,,,,
"iRobotルンバ 付属品の画像 3,555円",3555,False,,,,
"ルンバ 付属品 セット 届いてすぐ使えます(*^_^*)の画像 18,000円",18000,False,,,,
"IROBOT中身出したから箱だけ~2箱プラスバーチャルウオール新品二つの画像 8,000円",8000,False,,,,
"IROBOT ルンバ E5の画像 30,000円",30000,False,,,,
"IROBOT ルンバ バーチャルウォールの画像 1,200円",1200,False,,,,
"ロボット掃除機ルンバ Robot Roomba 628の画像 10,000円",10000,False,,628,620.0,600.0
"IROBOT ルンバ E5の画像 28,000円",28000,False,,,,
"IROBOT ルンバ i3+の画像 70,000円",70000,False,,,,
"iRobot ルンバ560 消耗品もセットで!の画像 13,000円",13000,False,,560,560.0,500.0
"IROBOT ルンバ980の画像 62,700円",62700,False,,980,980.0,900.0
"IROBOT  2021年最新ロボット掃除機ルンバ  i3+ i3550の画像 80,000円",80000,False,2021.0,,,
"激安!ルンバ 500シリーズ(600の一部) ダストボックス 10個セットの画像 3,700円",3700,False,,,,
"豪華付属品 新品 未開封 ルンバ 980 R980060 ルンバ980の画像 69,800円",69800,False,,980,980.0,900.0
"ルンバ バーチャルウォール 2個の画像 1,680円",1680,False,,,,
"新品☆ルンバ 700 消耗品 8点セット 純製品の画像 1,500円",1500,False,,,,
"iRobot ルンバ693の画像 31,000円",31000,False,,693,690.0,600.0
"☆新品未開封☆アイロボット☆ルンバ☆R980060☆送料込☆の画像 53,000円",53000,False,,980,980.0,900.0
"新品・未開封☆IROBOT ルンバ641の画像 26,000円",26000,False,,641,640.0,600.0
"i Robot roomba フィルターパック3つ入 新品 並行輸入品の画像 1,500円",1500,False,,,,
"ルンバ800900シリーズ用 フィルター2枚と強化エッジブラシ1本(ネジ付き)の画像 1,500円",1500,False,,800900,800.0,800.0
"ルンバ バッテリーの画像 8,500円",8500,False,,,,
"iRobot アイロボット ルンバ バーチャルウォール 純正品 スマート家電の画像 3,980円",3980,False,,,,
"iRobot roomba577 自動掃除機ルンバ577【ジャンク品】の画像 5,555円",5555,True,,577,570.0,500.0
"新品未使用 IROBOT ルンバ 871の画像 29,500円",29500,False,,871,870.0,800.0
"新品未使用未開封☆ IROBOT ルンバ E5の画像 38,000円",38000,False,,,,
"★iRobot Roomba ルンバ 625 ロボット掃除機 2016年 送料込の画像 8,555円",8555,False,2016.0,625,620.0,600.0
"ルンバ充電池の画像 5,500円",5500,False,,,,
"iRobotルンバ891の画像 14,770円",14770,False,,891,890.0,800.0
"iRobot Roomba13+ アイロボット ルンバの画像 55,999円",55999,False,,,,
"IROBOT(アイロボルンバ)10万円で購入の画像 8,450円",8450,False,,,,
"iRobot ルンバ用 バーチャルウォール 81002ブラックの画像 1,600円",1600,False,,,,
"ルンバ700の画像 19,000円",19000,False,,,,
"ルンバ500シリーズのアクセサリーセットの画像 2,222円",2222,False,,,,
"新品未使用 Roomba 890の画像 31,010円",31010,False,,890,890.0,800.0
"iRobot ルンバ e5 e515060 E5 新品未開封 掃除機の画像 34,800円",34800,False,,515,510.0,500.0
"ルンバ フィルター ブラシ クリーナーの画像 1,000円",1000,False,,,,
"ルンバ リモコンの画像 1,290円",1290,False,,,,
"ルンバ  500シリーズ  17063 アイロボット  ルンバ用 ACアダプターの画像 2,222円",2222,False,,,,
"IROBOT 780 ルンバ 型番78006  バーチャルウォール2つ リモコンの画像 2,000円",2000,False,,780,780.0,700.0
"【12個セット】ルンバ800/900シリーズ専用交換用フィルター互換品の画像 2,500円",2500,False,,,,
"B5 アイロボット ルンバ 680 2016年製 ロボット掃除機の画像 8,688円",8688,False,2016.0,680,680.0,600.0
"新品同様 IROBOT ルンバ E5の画像 30,000円",30000,False,,,,
"ルンバ IROBOT 694の画像 21,500円",21500,False,,694,690.0,600.0
"ルンバ 760の画像 11,111円",11111,False,,760,760.0,700.0
"ルンバ リモコン バーチャルウォール アダプターの画像 2,000円",2000,False,,,,
"IROBOT ルンバ e5の画像 29,500円",29500,False,,,,
"iRobot ルンバ付属品 バーチャルウォール他の画像 1,500円",1500,False,,,,
"IROBOT ルンバ I7+の画像 99,999円",99999,False,,,,
"ルンバRoomba500シリーズ用フィルターサイドブラシバーチャルウォールセットの画像 2,000円",2000,False,,,,
"iRobot ルンバ リモコン・ウォール2個セットの画像 1,200円",1200,False,,,,
"ルンバ700シリーズ用付属品の画像 2,500円",2500,False,,,,
"【良品】IROBOT ルンバ 621の画像 7,000円",7000,False,,621,620.0,600.0
"お掃除ロボット ルンバ ブラーバ braava 380 黒色の画像 17,890円",17890,False,,,,
"【新品未開封】iRobot ルンバ i7+ ロボット掃除機の画像 85,400円",85400,False,,,,
"ルンバ IROBOT ルンバ 600シリーズの画像 9,800円",9800,False,,,,
"IRobot Roomba e5の画像 32,000円",32000,False,,,,
"ルンバ バーチャルウォールの画像 1,400円",1400,False,,,,
"IROBOT ルンバ641の画像 17,400円",17400,False,,641,640.0,600.0
"ルンバ IRobot R892060の画像 31,111円",31111,False,,892,890.0,800.0
"ロボット掃除機ルンバ用ダストカットフィルターの画像 2,500円",2500,False,,,,
"未使用品 ルンバ お部屋ナビ バーチャルウォール 1個の画像 1,100円",1100,False,,,,
"☆新品☆アイロボット☆ルンバ☆R980060☆送料込☆の画像 50,800円",50800,False,,980,980.0,900.0
"⛅️極上美品  ⛅️ ★iRobot ルンバ780 バッテリー100分可動確認の画像 13,380円",13380,False,,780,780.0,700.0
"IROBOT 770 バッテリー無しの画像 4,500円",4500,False,,770,770.0,700.0
"ルンバ バーチャルウォール2個 リモコン1個の画像 1,500円",1500,False,,,,
"irobot roomba 893 ルンバの画像 26,000円",26000,False,,893,890.0,800.0
"ルンバ692の画像 28,000円",28000,False,,692,690.0,600.0
"【メーカークリーニング済】IROBOT ルンバ690の画像 28,000円",28000,False,,690,690.0,600.0
"パーツ rumba ダストボックス 536にて使用 ルンバの画像 3,333円",3333,False,,536,530.0,500.0
"パーツ rumba タイヤモジュール 536にて使用 ルンバの画像 3,333円",3333,False,,536,530.0,500.0
"パーツ rumba ブラシボックス 536にて使用 ルンバの画像 2,222円",2222,False,,536,530.0,500.0
"IROBOT ルンバ 870の画像 9,999円",9999,False,,870,870.0,800.0
"「地域限定」アイロボット ルンバ671 箱付き備品全てありの画像 19,000円",19000,False,,671,670.0,600.0
"アイロボット ルンバ770の画像 6,000円",6000,False,,770,770.0,700.0
"iRobot ルンバ バーチャルウォール2個・リモコン 動作確認済 +おまけの画像 1,780円",1780,False,,,,
"IROBOT ルンバ 870の画像 15,000円",15000,False,,870,870.0,800.0
"IROBOT ルンバ 960(中古)の画像 25,000円",25000,False,,960,960.0,900.0
"ルンバ 880 バーチャルウォール 2個の画像 1,980円",1980,False,,880,880.0,800.0
"【正規品】デュアルバーチャルウォール ルンバ 用アイロボットの画像 6,000円",6000,False,,,,
"Robot ルンバ ダストボックス 純正の画像 2,400円",2400,False,,,,
"アダプター、コンセントの画像 2,500円",2500,False,,,,
"お手入れリング、カッター、フィルター、ブラシの画像 1,000円",1000,False,,,,
"iRobot ルンバ オートバーチャルウォールの画像 1,900円",1900,False,,,,
"iRobot ホームベースの画像 2,500円",2500,False,,,,
"ルンバ780の機種のお部屋ナビ 新品未使用品の画像 2,999円",2999,False,,780,780.0,700.0
"ルンバ  の部品の画像 1,000円",1000,False,,,,
"IROBOT 577 ブラックの画像 4,900円",4900,False,,577,570.0,500.0
"新品 ルンバ880シリーズ 純正付属品の画像 1,300円",1300,False,,880,880.0,800.0
"ロボット掃除機 「ルンバ」の画像 45,000円",45000,False,,,,
"Robot  デュアルバーチャルウォールの画像 4,999円",4999,False,,,,
"☆新品未開封☆ IROBOT ルンバ E5の画像 39,999円",39999,False,,,,
"IROBOT ルンバ 871の画像 19,500円",19500,False,,871,870.0,800.0
"iRobot Roomba 692 ルンバ 空箱の画像 1,500円",1500,False,,692,690.0,600.0
"【再値下】(家電量販店保証付〜2024年) IROBOT ルンバ 960の画像 44,000円",44000,False,,960,960.0,900.0
"★極上美品★ルンバ Roomba 760 バッテリー100分連続可動の画像 12,820円",12820,False,,760,760.0,700.0
"iRobot ルンバ780/iRobot 780/本体+バッテリー/中古動作品6の画像 6,980円",6980,False,,780,780.0,700.0
"ルンバ 充電器 ヴァーチャルウォール 他の画像 4,800円",4800,False,,,,
"ルンバ ヴァーチャルウォールの画像 12,800円",12800,False,,,,
"格安 新品 ルンバ693060 早い者勝ちの画像 30,000円",30000,False,,693,690.0,600.0
"アイロボット iRobot ルンバの画像 32,900円",32900,False,,,,
"ルンバ500シリーズ、純正品メインブラシ、フレキシブルブラシ、交換フィルターの画像 1,400円",1400,False,,,,
"IROBOT ルンバ I7+ 国内正規品 i755060の画像 91,000円",91000,False,,755,750.0,700.0
"ルンバ870用バーチャルウォール × 2台の画像 2,000円",2000,False,,870,870.0,800.0
"本体無し 純正消耗品 お部屋ナビの画像 3,500円",3500,False,,,,
"*要バッテリー交換 Roomba ルンバ 560 米国正規品と新品パーツのセットの画像 8,800円",8800,False,,560,560.0,500.0
"iRobot Roomba ルンバ お部屋ナビの画像 3,500円",3500,False,,,,
"Braava jet ブラーバ ウェットクリーニングパッドの画像 3,888円",3888,False,,,,
"ルンバ お部屋ナビの画像 4,000円",4000,False,,,,
"IROBOT ルンバ527 お掃除ロボット ルンバさん018の画像 5,399円",5399,False,,527,520.0,500.0
"iRobot IROBOT ルンバの画像 7,999円",7999,False,,,,
"IROBOT ルンバ890の画像 15,000円",15000,False,,890,890.0,800.0
"IROBOT ルンバ 875  【付属品全て新品】の画像 29,999円",29999,False,,875,870.0,800.0
"IROBOT ルンバ 870の画像 28,200円",28200,False,,870,870.0,800.0
"IROBOT ルンバ890   ウォール2つ付きの画像 35,000円",35000,False,,890,890.0,800.0
"IROBOT ルンバ621 2015年製の画像 4,000円",4000,False,2015.0,621,620.0,600.0
"IROBOT ルンバ 885 ❗️1週間限定❗️超お買い得❗️の画像 11,000円",11000,False,,885,880.0,800.0
"ルンバ ブラシフィルターセット 3つの画像 3,000円",3000,False,,,,
"IROBOT ルンバ 621 本体のみの画像 99,999円",99999,False,,621,620.0,600.0
"バーチャルウォール 新品 2個セットの画像 1,000円",1000,False,,,,
"IROBOT ルンバ643の画像 31,200円",31200,False,,643,640.0,600.0
"新品☆アイロボット ルンバ 500/600/700シリーズ用 ブラシ2セットの画像 1,750円",1750,False,,,,
"【新品未使用】【未開封】IROBOT ルンバ E5の画像 36,000円",36000,False,,,,
"ルンバ527 付属品の画像 1,700円",1700,False,,527,520.0,500.0
"IROBOT ルンバ R892060の画像 15,999円",15999,False,,892,890.0,800.0
"ルンバ Roomba 630 バッテリー劣化の画像 5,555円",5555,False,,630,630.0,600.0
"IROBOT ルンバ 880の画像 11,000円",11000,False,,880,880.0,800.0
"iRobot ルンバ 622 動作確認済みですの画像 14,800円",14800,False,,622,620.0,600.0
"IROBOT ルンバ643の画像 9,599円",9599,False,,643,640.0,600.0
"ルンバ純正 お部屋ナビの画像 1,111円",1111,False,,,,
"ルンバi7(ホームなし)の画像 34,999円",34999,False,,,,
"IROBOT ルンバ E5の画像 35,000円",35000,False,,,,
"ルンバ e5 ロボット掃除機 掃除機 お掃除ロボット iRobot アイロボットの画像 34,000円",34000,False,,,,
"掃除機 お掃除ロボット アイロボット e5の画像 34,000円",34000,False,,,,
"iRobot アイロボット Roomba ルンバ 893 お掃除ロボット 掃除機の画像 15,000円",15000,False,,893,890.0,800.0
"ルンバ 充電器 リモコンの画像 1,300円",1300,False,,,,
"ルンバ 700シリーズ 交換用 消耗品の画像 2,000円",2000,False,,,,
"IROBOT ルンバ 700シリーズ バーチャルウォールの画像 1,980円",1980,False,,,,
"IROBOT ルンバ E5の画像 35,999円",35999,False,,,,
"【動作品】IROBOT Roomba 780の画像 5,111円",5111,False,,780,780.0,700.0
"【新品未使用】IROBOT ルンバ 671の画像 27,380円",27380,False,,671,670.0,600.0
"ルンバの画像 2,899円",2899,False,,,,
"ルンバ e5 ロボット掃除機 掃除機 お掃除ロボット iRobot アイロボットの画像 35,000円",35000,False,,,,
"iRobot アイロボット ルンバ 878の画像 22,000円",22000,False,,878,870.0,800.0
"ロボット掃除機 ルンバ i3 iRobot Roombaの画像 44,000円",44000,False,,,,
"ルンバ ロボット掃除機 お掃除ロボット アイロボットの画像 34,000円",34000,False,,,,
"ルンバ メインモジュール 純正品 動作確認済みの画像 1,800円",1800,False,,,,
"IROBOT ルンバ 621 《2個SET》の画像 59,300円",59300,False,,621,620.0,600.0
"ルンバ 交換フィルタ/ブラシの画像 2,200円",2200,False,,,,
"アイロボット ルンバ 正規品 純正品 ダストボックスの画像 3,680円",3680,False,,,,
"IROBOT ルンバ690の画像 15,600円",15600,False,,690,690.0,600.0
"iRobot(Roomba/Braava jet)メンテナンス用品セットの画像 6,000円",6000,False,,,,
"IROBOT ルンバ 700シリーズ バーチャルウォールの画像 1,200円",1200,False,,,,
"【即決】★保証あり・未使用パーツ付き★ルンバ 980の画像 49,500円",49500,False,,980,980.0,900.0
"iRobot ルンバ700 付属品の画像 1,222円",1222,False,,,,
"iRobot ルンバ 付属品の画像 1,111円",1111,False,,,,
"iRobot ルンバ エッジブラシモーター部品 純正中古品の画像 2,000円",2000,False,,,,
"【値下げ不可】IROBOT ルンバ I7 クリーンベースの画像 73,900円",73900,False,,,,
"【新品未使用】iRobot ルンバ671 ★新生活★の画像 34,800円",34800,False,,671,670.0,600.0
"IROBOT ルンバ980の画像 71,000円",71000,False,,980,980.0,900.0
"【未使用】iRobotルンバ577用リモコン&バーチャルウォール&部品の画像 1,300円",1300,False,,577,570.0,500.0
"【新品】アイロボット iRobot ルンバe5 ロボット掃除機の画像 37,800円",37800,False,,,,
"ルンバ iRobot780の画像 8,500円",8500,False,,780,780.0,700.0
"5年保証 IROBOT i7 ルンバ ロボット掃除機 ルンバi7 アイロボットの画像 69,000円",69000,False,,,,
"ルンバ e5 ロボット掃除機 掃除機 お掃除ロボット iRobot アイロボットの画像 37,777円",37777,False,,,,
"ルンバ780の画像 9,800円",9800,False,,780,780.0,700.0
"iRobot  Roomba ルンバ i3+ADE-N1 クリーンベース付の画像 78,700円",78700,False,,,,
"ルンバ 627 iRobotの画像 14,000円",14000,False,,627,620.0,600.0
"ルンバ643の画像 9,200円",9200,False,,643,640.0,600.0
"ルンバ871   バーチャルウォールとリモコンセットの画像 1,450円",1450,False,,871,870.0,800.0
"激安 ルンバ 900シリーズ Roomba 正規品 上位ロボット掃除機の画像 28,900円",28900,False,,,,
"ルンバ780 取り外し 左右タイヤ 中古品の画像 1,250円",1250,False,,780,780.0,700.0
"中古IROBOT ルンバ 880の画像 29,800円",29800,False,,880,880.0,800.0
"アイロボット 自動掃除機 ルンバの画像 14,800円",14800,False,,,,
"ルンバ サイドエッジモジュールの画像 1,250円",1250,False,,,,
"iRobot ブラーバ380jの画像 25,000円",25000,False,,,,
"IROBOT ブラーバ380Jの画像 25,000円",25000,False,,,,
"ロボット掃除機 「ルンバ」 i7 ダークグレー i715060の画像 92,000円",92000,False,,715,710.0,700.0
"ルンバ700シリーズ付属品セットの画像 2,000円",2000,False,,,,
"※ジャンク品※アイロボット ルンバ バーチャルウォールとリモコン付きの画像 7,800円",7800,True,,,,
"ルンバ980 irobotの画像 54,400円",54400,False,,980,980.0,900.0
"値下げしました!ルンバ e5 i7 i7+ 消耗品 掃除機交換用 互換品セットの画像 1,100円",1100,False,,,,
"IROBOT ルンバ 880の画像 32,400円",32400,False,,880,880.0,800.0
"ルンバ バーチャルウォールの画像 2,500円",2500,False,,,,
"ルンバの画像 33,000円",33000,False,,,,
"IROBOT ルンバ 880の画像 18,000円",18000,False,,880,880.0,800.0
"ルンバ ダストカットフィルター 純正品 2個セットの画像 3,200円",3200,False,,,,
"ルンバ885 お部屋ナビ バーチャルウォール ライトハウス リモコンの画像 1,200円",1200,False,,885,880.0,800.0
"IROBOT ルンバ980の画像 80,000円",80000,False,,980,980.0,900.0
"IROBOT ルンバ I7の画像 69,500円",69500,False,,,,
"ルンバ800シリーズ 取っ手部品の画像 1,200円",1200,False,,,,
"ルンバ用車輪セットaの画像 1,400円",1400,False,,,,
"IROBOT 780 ルンバ バッテリー切れの画像 10,000円",10000,False,,780,780.0,700.0
"【美品】IROBOT ルンバ780 お掃除ロボット ルンバさん005の画像 20,899円",20899,False,,780,780.0,700.0
"大幅値下げいたします!! ルンバ537の画像 11,000円",11000,False,,537,530.0,500.0
"IROBOT ルンバ E5の画像 33,999円",33999,False,,,,
"IROBOT ルンバ ブラックの画像 4,999円",4999,False,,,,
"【 新品・未使用  】iRobotルンバの画像 38,000円",38000,False,,,,
"ルンバ960の画像 49,999円",49999,False,,960,960.0,900.0
"アイロボット 長期補償付き iRobot ルンバ 627 ロボット掃除機の画像 28,500円",28500,False,,627,620.0,600.0
"ルンバ 880  部品 新品未使用の画像 4,349円",4349,False,,880,880.0,800.0
"ルンバ 770の画像 5,300円",5300,False,,770,770.0,700.0
"【美品】IRobot ルンバ バーチャルウォールの画像 1,599円",1599,False,,,,
"iRobot アイロボット ルンバ 654の画像 14,000円",14000,False,,654,650.0,600.0
"IROBOT 760の画像 8,800円",8800,False,,760,760.0,700.0
"ルンバ♦︎新品未使用の画像 3,000円",3000,False,,,,
"IROBOT ルンバ E5の画像 37,000円",37000,False,,,,
"IROBOT ルンバ690の画像 25,400円",25400,False,,690,690.0,600.0
"IROBOT ルンバ 606の画像 15,500円",15500,False,,606,600.0,600.0
"IROBOT ルンバ 880の画像 35,000円",35000,False,,880,880.0,800.0
"ルンバ 700シリーズ 付属品の画像 1,950円",1950,False,,,,
"アイロボット iRobot ルンバ ROOMBA ロボット 掃除機 交換 修理の画像 1,280円",1280,False,,,,
"IROBOT ルンバ625の画像 7,900円",7900,False,,625,620.0,600.0
"iRobotのデュアルバーチャルウォール 2つの画像 12,000円",12000,False,,,,
"iRobot Roomba 680 ロボット掃除機 ルンバの画像 28,600円",28600,False,,680,680.0,600.0
"ルンバ 800 900シリーズ☆フィルター3枚とブラシ3本のセットの画像 1,200円",1200,False,,,,
"IROBOT ルンバ980の画像 29,000円",29000,False,,980,980.0,900.0
"ルンバ 交換用ブラシ エッジクリーニングブラシの画像 1,400円",1400,False,,,,
"ルンバ700シリーズ付属品の画像 1,500円",1500,False,,,,
"ルンバ885 iRobot ブラックの画像 28,000円",28000,False,,885,880.0,800.0
"ルンバ 消耗品 (フィルタ、コーナブラシ、メインブラシ、フレキシブルブラシ)の画像 2,000円",2000,False,,,,
"IROBOT ルンバ 885の画像 13,000円",13000,False,,885,880.0,800.0
"IROBOT 760(13年製)の画像 9,800円",9800,False,,760,760.0,700.0
"ルンバ e5 アイロボット ロボット掃除機 掃除機  クリーナー アプリの画像 40,800円",40800,False,,,,
"ルンバ i3 アイロボット ロボット掃除機 自動の画像 49,800円",49800,False,,,,
"IROBOT ルンバ E5の画像 35,000円",35000,False,,,,
"IROBOT ルンバ643の画像 27,000円",27000,False,,643,640.0,600.0
"IROBOT ルンバ Rumba 780の画像 8,000円",8000,False,,780,780.0,700.0
"iRobot アイロボット ルンバ880の画像 13,000円",13000,False,,880,880.0,800.0
"irobot braava 380j アイロボット 床拭きロボット水拭き・乾拭きの画像 13,500円",13500,False,,,,
"IROBOT ルンバ 960の画像 40,000円",40000,False,,960,960.0,900.0
"ルンバ e5 ロボット掃除機 掃除機 お掃除ロボット iRobot アイロボットの画像 44,000円",44000,False,,,,
"iRobot ルンバ e5の画像 39,800円",39800,False,,,,
"ルンバ 付属品の画像 1,200円",1200,False,,,,
"☆清掃済み☆送料無料美品アイロボットiRobotロボット掃除機ルンバ680使用浅の画像 21,480円",21480,False,,680,680.0,600.0
"IROBOT ルンバ E5の画像 42,700円",42700,False,,,,
"新品未開封 IROBOT ルンバE5ブラーバジェットB250セットの画像 80,000円",80000,False,,,,
"iRobot Roomba 871 アイロボット ルンバの画像 12,000円",12000,False,,871,870.0,800.0
"IROBOT ルンバ E5 新品 未使用 アイロボットの画像 49,800円",49800,False,,,,
"ルンバ  バーチャルウォール お部屋ナビの画像 1,450円",1450,False,,,,
"IROBOT ルンバ890の画像 32,000円",32000,False,,890,890.0,800.0
"IROBOT ルンバ 960の画像 29,980円",29980,False,,960,960.0,900.0
"日本製クリーナーiRobot ルンバ 960 【正規品】の画像 40,000円",40000,False,,960,960.0,900.0
